Date,Open,High,Low,Close,Adj Close,Volume
2019-03-25,0.034081,0.034093,0.033926,0.034072,0.034072,1130567
2019-03-26,0.034078,0.033992,0.033908,0.033992,0.033992,1129029
2019-03-27,0.033990,0.034545,0.033983,0.034496,0.034496,1279216
2019-03-28,0.034501,0.034501,0.034261,0.034262,0.034262,1023127
2019-03-29,0.034244,0.034767,0.034214,0.034769,0.034769,1250643
2019-03-30,0.034736,0.034996,0.034506,0.034601,0.034601,1252761
2019-03-31,0.034612,0.034604,0.034357,0.034470,0.034470,1034989
2019-04-01,0.034458,0.034299,0.033901,0.034109,0.034109,1109138
2019-04-02,0.034111,0.033853,0.034085,0.033600,0.033600,2013707
2019-04-03,0.033609,0.033622,0.031495,0.032467,0.032467,2136016
2019-04-04,0.032462,0.032660,0.031658,0.032106,0.032106,1615569
2019-04-05,0.032100,0.033189,0.032000,0.032862,0.032862,1495294
2019-04-06,0.032861,0.033255,0.032383,0.032797,0.032797,1416458
2019-04-07,0.032803,0.033468,0.032649,0.033571,0.033571,1461113
2019-04-08,0.033555,0.034679,0.033522,0.034077,0.034077,1759049
2019-04-09,0.034070,0.034214,0.033741,0.033836,0.033836,1466396
2019-04-10,0.033827,0.033937,0.032851,0.033306,0.033306,1475603
2019-04-11,0.033307,0.033286,0.032341,0.032678,0.032678,1551861
2019-04-12,0.032646,0.032602,0.032468,0.032368,0.032368,1225491
2019-04-13,0.032345,0.032518,0.032203,0.032279,0.032279,973063
2019-04-14,0.032272,0.032522,0.032203,0.032478,0.032478,937802
2019-04-15,0.032490,0.032535,0.031673,0.031887,0.031887,1119438
2019-04-16,0.031877,0.032018,0.031809,0.032016,0.032016,989408
2019-04-17,0.032003,0.032042,0.031666,0.031788,0.031788,1065531
2019-04-18,0.031781,0.032973,0.031704,0.032805,0.032805,1315794
2019-04-19,0.032800,0.032783,0.032586,0.032752,0.032752,1233274
2019-04-20,0.032754,0.032980,0.032390,0.032551,0.032551,1150749
2019-04-21,0.032544,0.032611,0.031821,0.031997,0.031997,1130028
2019-04-22,0.031991,0.031928,0.031944,0.031832,0.031832,1128814
2019-04-23,0.031857,0.031634,0.030727,0.030768,0.030768,1273756
2019-04-24,0.030750,0.030741,0.029811,0.030344,0.030344,1345194
2019-04-25,0.030360,0.030401,0.029601,0.029644,0.029644,1308955
2019-04-26,0.029667,0.029382,0.029353,0.029615,0.029615,1421631
2019-04-27,0.029600,0.030292,0.029583,0.030073,0.030073,1112905
2019-04-28,0.030086,0.029977,0.029845,0.029762,0.029762,1017929
2019-04-29,0.029761,0.029830,0.029334,0.029577,0.029577,1153682
2019-04-30,0.029572,0.030291,0.029572,0.030307,0.030307,1172888
2019-05-01,0.030311,0.030492,0.029662,0.029766,0.029766,1071534
2019-05-02,0.029773,0.029557,0.029326,0.029449,0.029449,1097885
2019-05-03,0.029440,0.029048,0.029319,0.029117,0.029117,1265438
2019-05-04,0.029105,0.029022,0.028650,0.028129,0.028129,1141813
2019-05-05,0.028127,0.028424,0.027937,0.028202,0.028202,1024623
2019-05-06,0.028183,0.030469,0.028205,0.030043,0.030043,1312050
2019-05-07,0.030004,0.030980,0.029110,0.029127,0.029127,1442858
2019-05-08,0.029146,0.028792,0.028690,0.028575,0.028575,1072564
2019-05-09,0.028576,0.028481,0.027403,0.027579,0.027579,1060310
2019-05-10,0.027583,0.027553,0.027375,0.027143,0.027143,1259932
2019-05-11,0.027143,0.027904,0.027143,0.026969,0.026969,1745833
2019-05-12,0.026949,0.027030,0.026876,0.026867,0.026867,1480995
2019-05-13,0.026880,0.026235,0.026829,0.025189,0.025189,1326585
2019-05-14,0.025175,0.027319,0.025125,0.027163,0.027163,1594994
2019-05-15,0.027145,0.030305,0.027122,0.030122,0.030122,1640430
2019-05-16,0.030096,0.034469,0.031310,0.033483,0.033483,2366732
2019-05-17,0.033462,0.033700,0.032098,0.033193,0.033193,2183793
2019-05-18,0.033213,0.033428,0.032118,0.032264,0.032264,1503621
2019-05-19,0.032244,0.031962,0.032153,0.031874,0.031874,1469835
2019-05-20,0.031871,0.031905,0.031449,0.031569,0.031569,1358000
2019-05-21,0.031542,0.032527,0.031520,0.032049,0.032049,1449777
2019-05-22,0.032021,0.032386,0.031776,0.031862,0.031862,1278408
2019-05-23,0.031857,0.031192,0.030971,0.031207,0.031207,1353955
2019-05-24,0.031209,0.031457,0.031072,0.031235,0.031235,1243142
2019-05-25,0.031261,0.031717,0.031203,0.031265,0.031265,1108344
2019-05-26,0.031260,0.031310,0.031184,0.030792,0.030792,1114266
2019-05-27,0.030801,0.031322,0.030581,0.030987,0.030987,1371221
2019-05-28,0.030956,0.031408,0.030981,0.031166,0.031166,1188405
2019-05-29,0.031167,0.031349,0.030971,0.031117,0.031117,1133916
2019-05-30,0.031128,0.031891,0.030086,0.030754,0.030754,1635232
2019-05-31,0.030773,0.031308,0.030432,0.031269,0.031269,1312615
2019-06-01,0.031306,0.031950,0.030970,0.030989,0.030989,1161005
2019-06-02,0.031003,0.031004,0.030922,0.030908,0.030908,1000132
2019-06-03,0.030892,0.031103,0.030511,0.030772,0.030772,1142127
2019-06-04,0.030760,0.030760,0.031204,0.031311,0.031311,1314589
2019-06-05,0.031332,0.031792,0.031286,0.031575,0.031575,1092621
2019-06-06,0.031559,0.031954,0.031500,0.031894,0.031894,1056651
2019-06-07,0.031876,0.031303,0.031550,0.031195,0.031195,1041719
2019-06-08,0.031235,0.031260,0.031025,0.030894,0.030894,908459
2019-06-09,0.030870,0.030902,0.030225,0.030318,0.030318,984176
2019-06-10,0.030285,0.030981,0.030191,0.030939,0.030939,1017603
2019-06-11,0.030981,0.031006,0.030832,0.031003,0.031003,931198
2019-06-12,0.031021,0.032043,0.031062,0.032029,0.032029,1061349
2019-06-13,0.032030,0.032104,0.031089,0.031123,0.031123,1025654
2019-06-14,0.031124,0.030512,0.031044,0.030376,0.030376,998051
2019-06-15,0.030359,0.030726,0.030368,0.030438,0.030438,919496
2019-06-16,0.030424,0.029832,0.029700,0.029932,0.029932,1075853
2019-06-17,0.029917,0.029393,0.029245,0.029436,0.029436,644804
2019-06-18,0.029432,0.029432,0.029222,0.029185,0.029185,683264
2019-06-19,0.029186,0.029149,0.029151,0.029054,0.029054,594867
2019-06-20,0.029051,0.028630,0.028442,0.028518,0.028518,672706
2019-06-21,0.028523,0.029163,0.028523,0.029071,0.029071,919872
2019-06-22,0.029091,0.028274,0.028990,0.028909,0.028909,991781
2019-06-23,0.028913,0.028356,0.028963,0.028357,0.028357,751799
2019-06-24,0.028347,0.028348,0.028068,0.028192,0.028192,745222
2019-06-25,0.028215,0.026981,0.027380,0.026981,0.026981,817728
2019-06-26,0.026969,0.026444,0.026690,0.025872,0.025872,1262814
2019-06-27,0.025888,0.025826,0.026509,0.026314,0.026314,1255328
2019-06-28,0.026303,0.025365,0.026640,0.025084,0.025084,928053
2019-06-29,0.025089,0.026928,0.025572,0.026762,0.026762,913875
2019-06-30,0.026722,0.026645,0.026874,0.026874,0.026874,952479
2019-07-01,0.026834,0.027002,0.027529,0.027746,0.027746,972512
2019-07-02,0.027736,0.027767,0.027939,0.026995,0.026995,983034
2019-07-03,0.027011,0.025387,0.025863,0.025340,0.025340,829905
2019-07-04,0.025334,0.025337,0.025144,0.025369,0.025369,749281
2019-07-05,0.025356,0.026050,0.025465,0.026233,0.026233,794601
2019-07-06,0.026224,0.025487,0.025598,0.025654,0.025654,684711
2019-07-07,0.025659,0.027029,0.025629,0.026697,0.026697,709094
2019-07-08,0.026700,0.025473,0.026537,0.025497,0.025497,738966
2019-07-09,0.025503,0.025154,0.024594,0.024565,0.024565,799691
2019-07-10,0.024563,0.024415,0.023029,0.023856,0.023856,960801
2019-07-11,0.023851,0.023857,0.023816,0.023656,0.023656,899427
2019-07-12,0.023655,0.023846,0.023913,0.023382,0.023382,689653
2019-07-13,0.023383,0.023437,0.024101,0.023653,0.023653,589590
2019-07-14,0.023637,0.023577,0.022015,0.022190,0.022190,836417
2019-07-15,0.022227,0.021570,0.020860,0.021090,0.021090,892482
2019-07-16,0.021087,0.021362,0.020841,0.021017,0.021017,953467
2019-07-17,0.021004,0.022123,0.021115,0.021817,0.021817,968428
2019-07-18,0.021812,0.021399,0.022186,0.021241,0.021241,874498
2019-07-19,0.021250,0.021258,0.020943,0.021018,0.021018,722308
2019-07-20,0.021025,0.021369,0.021145,0.021279,0.021279,740795
2019-07-21,0.021284,0.021239,0.021060,0.021288,0.021288,630721
2019-07-22,0.021294,0.021337,0.021019,0.021034,0.021034,612857
2019-07-23,0.021035,0.021430,0.021066,0.021486,0.021486,704601
2019-07-24,0.021468,0.022131,0.021162,0.022121,0.022121,730640
2019-07-25,0.022113,0.022105,0.022103,0.022157,0.022157,679115
2019-07-26,0.022158,0.022292,0.021981,0.022252,0.022252,580514
2019-07-27,0.022250,0.022013,0.021710,0.021884,0.021884,660257
2019-07-28,0.021884,0.022159,0.021621,0.022107,0.022107,576255
2019-07-29,0.022101,0.022098,0.022007,0.022194,0.022194,576227
2019-07-30,0.022201,0.022071,0.021910,0.021912,0.021912,571425
2019-07-31,0.021909,0.021680,0.021904,0.021680,0.021680,595286
2019-08-01,0.021670,0.021617,0.021374,0.020944,0.020944,573618
2019-08-02,0.020951,0.021087,0.020704,0.020714,0.020714,585600
2019-08-03,0.020716,0.020698,0.020687,0.020560,0.020560,526515
2019-08-04,0.020568,0.020501,0.020530,0.020298,0.020298,477525
2019-08-05,0.020296,0.020151,0.020297,0.019839,0.019839,657741
2019-08-06,0.019842,0.019493,0.019637,0.019691,0.019691,666286
2019-08-07,0.019683,0.019122,0.019240,0.018958,0.018958,587871
2019-08-08,0.018968,0.019047,0.018717,0.018464,0.018464,561031
2019-08-09,0.018461,0.018553,0.017617,0.017743,0.017743,587107
2019-08-10,0.017747,0.017945,0.017880,0.018208,0.018208,579948
2019-08-11,0.018208,0.019010,0.018216,0.018752,0.018752,558907
2019-08-12,0.018749,0.018769,0.018520,0.018562,0.018562,498507
2019-08-13,0.018567,0.018571,0.018715,0.019155,0.019155,545742
2019-08-14,0.019145,0.019266,0.018537,0.018565,0.018565,740616
2019-08-15,0.018572,0.018170,0.018356,0.018281,0.018281,794958
2019-08-16,0.018294,0.018198,0.018123,0.017875,0.017875,687650
2019-08-17,0.017884,0.017880,0.018013,0.018148,0.018148,538784
2019-08-18,0.018163,0.018899,0.018120,0.018799,0.018799,576950
2019-08-19,0.018805,0.018717,0.018710,0.018605,0.018605,562946
2019-08-20,0.018579,0.018575,0.018252,0.018263,0.018263,595399
2019-08-21,0.018268,0.018253,0.018299,0.018435,0.018435,766989
2019-08-22,0.018440,0.019036,0.018650,0.018886,0.018886,747113
2019-08-23,0.018863,0.018841,0.018799,0.018707,0.018707,639718
2019-08-24,0.018704,0.018715,0.018748,0.018828,0.018828,615134
2019-08-25,0.018822,0.018682,0.018455,0.018429,0.018429,574642
2019-08-26,0.018418,0.018429,0.018418,0.018217,0.018217,695026
2019-08-27,0.018219,0.018208,0.018271,0.018410,0.018410,593228
2019-08-28,0.018408,0.018336,0.017651,0.017827,0.017827,686520
2019-08-29,0.017834,0.017906,0.017622,0.017825,0.017825,749676
2019-08-30,0.017822,0.017733,0.017713,0.017590,0.017590,601835
2019-08-31,0.017596,0.018061,0.017598,0.017908,0.017908,605380
2019-09-01,0.017907,0.017994,0.017607,0.017589,0.017589,569258
2019-09-02,0.017596,0.017409,0.017464,0.017237,0.017237,628549
2019-09-03,0.017238,0.017029,0.017070,0.016896,0.016896,655406
2019-09-04,0.016896,0.016991,0.016590,0.016612,0.016612,560491
2019-09-05,0.016609,0.016612,0.016309,0.016474,0.016474,528529
2019-09-06,0.016469,0.016393,0.016349,0.016416,0.016416,656565
2019-09-07,0.016416,0.017164,0.016343,0.016950,0.016950,645751
2019-09-08,0.016951,0.017323,0.016938,0.017369,0.017369,619912
2019-09-09,0.017370,0.017647,0.017407,0.017528,0.017528,699851
2019-09-10,0.017534,0.017716,0.017764,0.017773,0.017773,621935
2019-09-11,0.017778,0.017849,0.017610,0.017559,0.017559,703171
2019-09-12,0.017567,0.017455,0.017596,0.017388,0.017388,560858
2019-09-13,0.017385,0.017392,0.017378,0.017481,0.017481,574781
2019-09-14,0.017501,0.018162,0.017468,0.018160,0.018160,627598
2019-09-15,0.018157,0.018349,0.018043,0.018341,0.018341,601377
2019-09-16,0.018332,0.019377,0.018332,0.019180,0.019180,802004
2019-09-17,0.019181,0.020816,0.019180,0.020369,0.020369,999152
2019-09-18,0.020315,0.021150,0.020315,0.020728,0.020728,901590
2019-09-19,0.020714,0.022157,0.020756,0.021554,0.021554,1034448
2019-09-20,0.021533,0.021574,0.021167,0.021416,0.021416,788475
2019-09-21,0.021401,0.021698,0.021473,0.021509,0.021509,772807
2019-09-22,0.021506,0.021560,0.020702,0.021007,0.021007,775824
2019-09-23,0.021023,0.021037,0.020710,0.020754,0.020754,770318
2019-09-24,0.020746,0.020786,0.019440,0.019501,0.019501,1363917
2019-09-25,0.019504,0.020016,0.019739,0.020136,0.020136,1150776
2019-09-26,0.020120,0.020187,0.019823,0.020536,0.020536,966661
2019-09-27,0.020526,0.021269,0.020465,0.021172,0.021172,958490
2019-09-28,0.021169,0.021318,0.021017,0.021171,0.021171,836223
2019-09-29,0.021176,0.021223,0.020846,0.021039,0.021039,801695
2019-09-30,0.021034,0.021687,0.021324,0.021687,0.021687,910663
2019-10-01,0.021728,0.021810,0.021129,0.021255,0.021255,920055
2019-10-02,0.021242,0.021595,0.021310,0.021531,0.021531,754863
2019-10-03,0.021530,0.021487,0.021127,0.021211,0.021211,772568
2019-10-04,0.021215,0.021682,0.021264,0.021568,0.021568,761513
2019-10-05,0.021563,0.021709,0.021443,0.021634,0.021634,716090
2019-10-06,0.021636,0.021778,0.021462,0.021664,0.021664,732696
2019-10-07,0.021650,0.022036,0.021650,0.021974,0.021974,951331
2019-10-08,0.021965,0.022138,0.021783,0.022120,0.022120,907337
2019-10-09,0.022122,0.022647,0.022103,0.022487,0.022487,1057282
2019-10-10,0.022475,0.022561,0.022140,0.022321,0.022321,975478
2019-10-11,0.022338,0.022727,0.021766,0.021939,0.021939,1096947
2019-10-12,0.021935,0.022174,0.021596,0.021691,0.021691,898972
2019-10-13,0.021695,0.021870,0.021638,0.021881,0.021881,809179
2019-10-14,0.021876,0.022367,0.021879,0.022325,0.022325,868871
2019-10-15,0.022326,0.022361,0.021920,0.022108,0.022108,942244
2019-10-16,0.022101,0.022158,0.021761,0.021872,0.021872,955728
2019-10-17,0.021859,0.022009,0.021798,0.021968,0.021968,831356
2019-10-18,0.021963,0.021989,0.021609,0.021776,0.021776,948960
2019-10-19,0.021779,0.021733,0.021497,0.021645,0.021645,820104
2019-10-20,0.021653,0.021356,0.021528,0.021349,0.021349,827174
2019-10-21,0.021348,0.021458,0.021134,0.021219,0.021219,826789
2019-10-22,0.021217,0.021340,0.021314,0.021329,0.021329,865409
2019-10-23,0.021324,0.021361,0.021009,0.021611,0.021611,1280818
2019-10-24,0.021626,0.021795,0.021598,0.021641,0.021641,974302
2019-10-25,0.021644,0.021420,0.021628,0.020959,0.020959,1196046
2019-10-26,0.020976,0.019655,0.019398,0.019452,0.019452,1496141
2019-10-27,0.019463,0.019501,0.019499,0.019289,0.019289,1132356
2019-10-28,0.019305,0.019341,0.019411,0.019734,0.019734,1124305
2019-10-29,0.019735,0.020314,0.019724,0.020190,0.020190,1126762
2019-10-30,0.020189,0.020392,0.019961,0.020063,0.020063,1138954
2019-10-31,0.020074,0.020572,0.019885,0.019997,0.019997,1044388
2019-11-01,0.019980,0.020042,0.019776,0.019865,0.019865,987529
2019-11-02,0.019870,0.019861,0.019752,0.019725,0.019725,867371
2019-11-03,0.019732,0.019747,0.019666,0.019753,0.019753,948556
2019-11-04,0.019741,0.019805,0.019756,0.019798,0.019798,1121040
2019-11-05,0.019794,0.020427,0.019870,0.020263,0.020263,1072962
2019-11-06,0.020242,0.020608,0.020212,0.020468,0.020468,1084990
2019-11-07,0.020458,0.020493,0.020189,0.020283,0.020283,979896
2019-11-08,0.020278,0.020365,0.020782,0.020922,0.020922,1042238
2019-11-09,0.020933,0.020952,0.020808,0.020994,0.020994,825705
2019-11-10,0.020984,0.021067,0.020946,0.020924,0.020924,966568
2019-11-11,0.020927,0.020977,0.021144,0.021180,0.021180,899476
2019-11-12,0.021189,0.021329,0.021158,0.021194,0.021194,883903
2019-11-13,0.021206,0.021466,0.021171,0.021373,0.021373,833669
2019-11-14,0.021375,0.021382,0.021242,0.021359,0.021359,904063
2019-11-15,0.021366,0.021380,0.021110,0.021258,0.021258,1038117
2019-11-16,0.021255,0.021539,0.021221,0.021442,0.021442,794068
2019-11-17,0.021443,0.021562,0.021371,0.021581,0.021581,858516
2019-11-18,0.021572,0.021602,0.021647,0.021730,0.021730,937224
2019-11-19,0.021723,0.021723,0.021600,0.021625,0.021625,918421
2019-11-20,0.021620,0.021740,0.021871,0.021888,0.021888,897663
2019-11-21,0.021885,0.021914,0.020934,0.021126,0.021126,1118232
2019-11-22,0.021132,0.021192,0.020426,0.020594,0.020594,1647450
2019-11-23,0.020587,0.020706,0.020456,0.020738,0.020738,1120496
2019-11-24,0.020740,0.020803,0.020266,0.020266,0.020266,1104265
2019-11-25,0.020247,0.020704,0.020190,0.020497,0.020497,1534082
2019-11-26,0.020487,0.020801,0.020374,0.020637,0.020637,1059590
2019-11-27,0.020558,0.020375,0.020561,0.020316,0.020316,1165492
2019-11-28,0.020323,0.020855,0.020210,0.020329,0.020329,984380
2019-11-29,0.020336,0.020208,0.020279,0.020010,0.020010,966842
2019-11-30,0.020008,0.020023,0.020079,0.020152,0.020152,867407
2019-12-01,0.020145,0.020145,0.020126,0.020364,0.020364,956695
2019-12-02,0.020362,0.020365,0.020258,0.020358,0.020358,911031
2019-12-03,0.020358,0.020391,0.020176,0.020212,0.020212,847576
2019-12-04,0.020207,0.020022,0.020187,0.020235,0.020235,1084652
2019-12-05,0.020227,0.020261,0.020076,0.020038,0.020038,905697
2019-12-06,0.020058,0.020009,0.019959,0.019769,0.019769,855806
2019-12-07,0.019769,0.019754,0.019635,0.019688,0.019688,782298
2019-12-08,0.019685,0.020085,0.019832,0.019997,0.019997,851591
2019-12-09,0.019992,0.020040,0.020026,0.020028,0.020028,911269
2019-12-10,0.020022,0.020092,0.019986,0.020097,0.020097,942484
2019-12-11,0.020104,0.020103,0.019868,0.019897,0.019897,975026
2019-12-12,0.019898,0.020066,0.019676,0.020102,0.020102,1089360
2019-12-13,0.020109,0.020112,0.019850,0.019938,0.019938,999330
2019-12-14,0.019939,0.020041,0.020047,0.020053,0.020053,989248
2019-12-15,0.020052,0.020053,0.019723,0.020010,0.020010,1011584
2019-12-16,0.020013,0.019997,0.019180,0.019274,0.019274,1297123
2019-12-17,0.019278,0.019278,0.018398,0.018463,0.018463,1363925
2019-12-18,0.018471,0.018305,0.018298,0.018290,0.018290,1630458
2019-12-19,0.018285,0.018308,0.017886,0.017954,0.017954,1327906
2019-12-20,0.017963,0.017989,0.017724,0.017879,0.017879,1132262
2019-12-21,0.017883,0.017892,0.017941,0.017818,0.017818,1035864
2019-12-22,0.017813,0.017902,0.017781,0.017622,0.017622,1214265
2019-12-23,0.017614,0.017663,0.017378,0.017485,0.017485,1308182
2019-12-24,0.017487,0.017473,0.017402,0.017626,0.017626,1087304
2019-12-25,0.017626,0.017626,0.017214,0.017382,0.017382,1157091
2019-12-26,0.017386,0.017760,0.017410,0.017456,0.017456,1188135
2019-12-27,0.017457,0.017456,0.017297,0.017450,0.017450,1138448
2019-12-28,0.017450,0.017697,0.017407,0.017535,0.017535,1102666
2019-12-29,0.017528,0.018221,0.017517,0.018155,0.018155,1307993
2019-12-30,0.018160,0.018354,0.017955,0.018186,0.018186,1343337
2019-12-31,0.018184,0.018255,0.017960,0.018018,0.018018,1242336
2020-01-01,0.018020,0.018331,0.018002,0.018167,0.018167,1102089
2020-01-02,0.018169,0.018169,0.018207,0.018239,0.018239,1149917
2020-01-03,0.018239,0.018342,0.018288,0.018267,0.018267,1426414
2020-01-04,0.018267,0.018318,0.018179,0.018226,0.018226,1002732
2020-01-05,0.018227,0.018483,0.018223,0.018388,0.018388,1015565
2020-01-06,0.018392,0.018555,0.018363,0.018574,0.018574,1170484
2020-01-07,0.018575,0.017761,0.017994,0.017583,0.017583,1134040
2020-01-08,0.017576,0.017526,0.017259,0.017483,0.017483,1161801
2020-01-09,0.017470,0.017632,0.017290,0.017639,0.017639,976933
2020-01-10,0.017637,0.017889,0.017505,0.017628,0.017628,1112442
2020-01-11,0.017561,0.017987,0.017597,0.017782,0.017782,1161078
2020-01-12,0.017796,0.017829,0.017802,0.017806,0.017806,1040973
2020-01-13,0.017848,0.017933,0.017677,0.017709,0.017709,1028773
2020-01-14,0.017712,0.019093,0.017696,0.018799,0.018799,1893154
2020-01-15,0.018774,0.019377,0.018539,0.018875,0.018875,1722911
2020-01-16,0.018886,0.018918,0.018507,0.018844,0.018844,1574453
2020-01-17,0.018855,0.019373,0.018746,0.019126,0.019126,1679587
2020-01-18,0.019123,0.019941,0.018874,0.019610,0.019610,1669424
2020-01-19,0.019621,0.019429,0.018986,0.019178,0.019178,1575119
2020-01-20,0.019171,0.019360,0.018917,0.019303,0.019303,1287248
2020-01-21,0.019296,0.019428,0.019403,0.019403,0.019403,1119310
2020-01-22,0.019393,0.019456,0.019273,0.019387,0.019387,1060933
2020-01-23,0.019387,0.019384,0.019199,0.019381,0.019381,1236763
2020-01-24,0.019378,0.019318,0.018954,0.019306,0.019306,1261945
2020-01-25,0.019308,0.019410,0.019099,0.019274,0.019274,986748
2020-01-26,0.019261,0.019595,0.019234,0.019551,0.019551,1077358
2020-01-27,0.019543,0.019366,0.019391,0.019185,0.019185,1235095
2020-01-28,0.019179,0.019409,0.019166,0.018846,0.018846,1257975
