time,value,gas_price,size,total_diff,diff,blockgas_limit,blockgas_used,trans_count
2020-07-14 12:00:00,3.4283718990530647e+18,44429267339.67187,34078.98886339463,1.6340850583840624e+22,2387859049432261.5,11932994.39723254,11337818.089182382,157.53563255292272
2020-07-15 00:00:00,1.465477875608051e+18,45715826171.55845,37958.10750604588,1.6348545361640493e+22,2386539079229344.5,11942122.706497207,11404755.498554802,184.54275095241405
2020-07-15 12:00:00,1.970656435408859e+18,55847510197.76513,34802.185752345205,1.6356202674516256e+22,2382929984572249.5,11966117.429715076,11430869.955579681,159.86610940304197
2020-07-16 00:00:00,2.0532225392849009e+18,49161628019.18917,35235.425283052304,1.6363980988961069e+22,2418367093669348.5,11957690.574359009,11394461.313974937,174.1951918356
2020-07-16 12:00:00,2.0742583064352115e+18,61715033396.605354,34520.91410362123,1.6371741679047768e+22,2415727957561555.0,11898824.305655168,11219052.732386013,159.47472681909866
2020-07-17 00:00:00,1.7439835479268605e+18,59105353323.370125,36413.21491039429,1.6379347739199809e+22,2344468406115464.0,11788490.971850356,11206200.705811867,181.7183105102205
2020-07-17 12:00:00,1.8087632634882737e+18,54694272286.07745,34597.38660598412,1.638704073480244e+22,2378213645383863.5,11844539.387826003,11127471.41113856,152.36121770732763
2020-07-18 00:00:00,1.2274395748577467e+18,44641809323.68112,36506.787907461236,1.6394729872619087e+22,2390945478725250.5,11941719.717117138,11292059.921171779,174.50991628528251
2020-07-18 12:00:00,1.3369820571091725e+18,56337484106.16352,38148.56771137395,1.6402541168166661e+22,2413084037785831.5,11944087.455046298,11413125.500227323,154.52246847685112
2020-07-19 00:00:00,1.4646783003815962e+18,52443389726.963135,38773.99525938395,1.6410374812851197e+22,2423197894006557.0,11904868.224960731,11392444.356735773,174.4897597015206
2020-07-19 12:00:00,1.5704371500222287e+18,56518707441.61688,39260.072842305555,1.641827478175998e+22,2426200812045274.5,11891543.816622585,11404117.885876141,160.90779630724504
2020-07-20 00:00:00,1.6975116470690703e+18,64354764674.95565,40122.46039432496,1.6426055838308374e+22,2396787888044147.5,11952548.021986714,11480135.025986569,190.90589083102967
2020-07-20 12:00:00,2.270943551269258e+18,76650761164.98576,37516.90943008633,1.643355280298991e+22,2328643131008697.5,11837365.816707337,11149367.383384904,165.1167384893682
2020-07-21 00:00:00,1.7890147314812518e+18,75888249443.21605,39605.834340737005,1.6441016917909435e+22,2307674390182764.5,11918352.176573595,11447738.619885787,187.94501019405064
2020-07-21 12:00:00,2.4363830635032253e+18,73289729200.5703,38276.93466786959,1.6448298326975605e+22,2297158488703092.0,11822966.877212718,11364245.394480983,163.91178153150977
2020-07-22 00:00:00,2.1477924377613596e+18,67569182588.92492,39697.983339994455,1.6455747730333795e+22,2296239661673079.5,11965410.719136203,11484572.55072383,190.08250214078626
2020-07-22 12:00:00,3.0327439891347656e+18,75798722754.00273,38548.76026229625,1.6463070211074272e+22,2258621888750660.5,11916055.120116785,11434560.686105767,162.70232310563998
